baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ENSG	GeneName	Function
1596.41016216166	0.5132706721674105	0.07715458487718224	6.652497359482334	2.8816099145762165e-11	1.5063664177606813e-9	ENSG00000164105	SAP30	protein-coding
658.9397975673656	-0.7298015528370928	0.10971807291925087	-6.651607464653561	2.8990905453978315e-11	1.5104358701072717e-9	ENSG00000123096	SSPN	protein-coding
2083.252930504558	-0.40287353245303636	0.060596737229100785	-6.648436052421014	2.9622362657732105e-11	1.5381905516071691e-9	ENSG00000133059	DSTYK	protein-coding
817.7014622856683	-0.6795492222746335	0.1022394889059093	-6.646641425408736	2.998563293554774e-11	1.5518810294683144e-9	ENSG00000145375	SPATA5	protein-coding
2131.5134843615424	-0.5037237278351223	0.07612725225649652	-6.6168646956798005	3.6689701848088805e-11	1.892556872150753e-9	ENSG00000290467	NA	NA
593.4423834365939	-0.7808026982996642	0.1180251386002461	-6.615562646736312	3.701411901744867e-11	1.9029899209696876e-9	ENSG00000128271	ADORA2A	protein-coding
1644.627706341174	0.5292810022755414	0.08011590528806854	6.606441010339128	3.9366902672225635e-11	1.997581790970459e-9	ENSG00000116741	RGS2	protein-coding
490.9331839167625	-0.7960371717992561	0.12049081415210026	-6.606621238316037	3.931902877649508e-11	1.997581790970459e-9	ENSG00000141542	RAB40B	protein-coding
6553.7979421509735	0.5252814078266638	0.07950524423033155	6.606877482256283	3.925106084974165e-11	1.997581790970459e-9	ENSG00000153956	CACNA2D1	protein-coding
7465.374990548903	-0.39617757466062703	0.0599674738734428	-6.606540997486944	3.934033608078423e-11	1.997581790970459e-9	ENSG00000172915	NBEA	protein-coding
6669.293489333363	0.38733932746016153	0.05866645065799993	6.602399209697934	4.045563203541548e-11	2.0461618047003323e-9	ENSG00000130522	JUND	protein-coding
494.0316435713476	0.8442055456052064	0.12814362892174375	6.587963464970668	4.4590032860425974e-11	2.2479725951447117e-9	ENSG00000019991	HGF	protein-coding
626.4079495726058	-0.7504591779701434	0.11408292149890743	-6.578190390902029	4.762082224017097e-11	2.393023125346398e-9	ENSG00000073350	LLGL2	protein-coding
1941.7668367424883	0.5625345142681021	0.08556249141567215	6.574545749670221	4.880192353383151e-11	2.4444899190033034e-9	ENSG00000116017	ARID3A	protein-coding
6536.66893323186	-0.3451906052460156	0.052558125020903526	-6.567787665726767	5.106829076446976e-11	2.5498135690029168e-9	ENSG00000137942	FNBP1L	protein-coding
829.749535501177	-0.9321612290398495	0.1420155981316614	-6.563794690887765	5.245541413744689e-11	2.6107042857289062e-9	ENSG00000135119	RNFT2	protein-coding
4671.554207689867	-0.44095446976443875	0.06725208878742059	-6.556740135734174	5.499672723121725e-11	2.7284682063945934e-9	ENSG00000145920	CPLX2	protein-coding
5625.26892359611	-0.28663686402558053	0.043728882738399505	-6.554863652481956	5.569273867286969e-11	2.754226930304648e-9	ENSG00000116981	NT5C1A	protein-coding
76741.39565827913	-0.27154260405538166	0.04144837348795225	-6.5513452327462405	5.7021064205232674e-11	2.8109941081934007e-9	ENSG00000135486	HNRNPA1	protein-coding
4391.575577346765	0.31833953543794014	0.04862561265582827	6.546746005878528	5.880424790100538e-11	2.889755753318176e-9	ENSG00000182158	CREB3L2	protein-coding
1001.5122753408914	-0.5965318333487561	0.09146257914661825	-6.522140955510245	6.931083099382835e-11	3.3953588843454657e-9	ENSG00000115107	STEAP3	protein-coding
3825.3151079706995	0.3470850958958918	0.05330804428760179	6.510932834514354	7.468553533068024e-11	3.647182662637419e-9	ENSG00000136237	RAPGEF5	protein-coding
2260.9530123725604	-0.4188581477292986	0.06443971864705123	-6.499999635682233	8.032020619079364e-11	3.910088037625573e-9	ENSG00000135457	TFCP2	protein-coding
1223.5814264616943	-0.5045978981353124	0.0776369942930956	-6.499451746294449	8.061325271749519e-11	3.912128507268349e-9	ENSG00000166292	TMEM100	protein-coding
8781.986016548251	0.24735224916325918	0.03806319642497976	6.498462357221507	8.11450925836308e-11	3.925708857974536e-9	ENSG00000048052	HDAC9	protein-coding
2158.156198849787	0.4402238804276356	0.06781774127332177	6.491279009919068	8.511068756388186e-11	4.092142873056023e-9	ENSG00000107679	PLEKHA1	protein-coding
2496.076393337956	-0.618201474980564	0.09523188689745078	-6.491538654970327	8.496410398124342e-11	4.092142873056023e-9	ENSG00000221866	PLXNA4	protein-coding
2195.9074767199104	-0.3890512240896029	0.059980152733069815	-6.486332667757631	8.795085817921313e-11	4.202756039005467e-9	ENSG00000074842	MYDGF	protein-coding
2250.42237823057	0.44649492937805696	0.06883619590079663	6.4863393965221965	8.794693230726498e-11	4.202756039005467e-9	ENSG00000130165	ELOF1	protein-coding
7621.4672823644205	-0.28638164394058574	0.04419809653959977	-6.4795017514837765	9.202599897185297e-11	4.38403979199855e-9	ENSG00000054965	FAM168A	protein-coding
191.89879093576974	-8.541830633374007	1.319289860515474	-6.4745670295961615	9.508419467849521e-11	4.515919465553654e-9	ENSG00000235986	GNL1	protein-coding
4127.427458401202	-0.39553314717247656	0.06123364947402078	-6.459408357496101	1.0511311713397624e-10	4.977058172380188e-9	ENSG00000110906	KCTD10	protein-coding
5879.2856034168935	-0.424883389883675	0.06581259403808801	-6.455958712671019	1.0753592616198215e-10	5.076347447731387e-9	ENSG00000171094	ALK	protein-coding
4590.443257272432	0.3108277201000897	0.048153906788156904	6.4548806282221625	1.0830423822297726e-10	5.097170462349063e-9	ENSG00000116918	TSNAX	protein-coding
882.9758404296606	-0.5795847773005955	0.08980307112069637	-6.45395274423997	1.0896980253408454e-10	5.113046939385449e-9	ENSG00000181007	ZFP82	protein-coding
3058.70753044597	0.42231202770753007	0.06553673712980176	6.44389767026547	1.164436108254028e-10	5.447323031345721e-9	ENSG00000103034	NDRG4	protein-coding
1317.474159656298	-0.663325872750122	0.103300490974378	-6.4213235241510045	1.3509456670073311e-10	6.300907664862336e-9	ENSG00000145545	SRD5A1	protein-coding
2001.436734402418	0.39265354194119706	0.06128819273399898	6.40667515920039	1.4872722513349305e-10	6.916037949640462e-9	ENSG00000186001	LRCH3	protein-coding
3109.6531446135805	-0.4336233856882556	0.06808557020409875	-6.368800090656382	1.9051272458786784e-10	8.832759594136325e-9	ENSG00000197601	FAR1	protein-coding
4424.103665547409	-0.35810076269126156	0.056261119429359435	-6.364977560407186	1.9531828885692029e-10	9.028689328822268e-9	ENSG00000142549	IGLON5	protein-coding
8506.094598231582	-0.26681758485664797	0.04193417064275857	-6.362772430381273	1.9814415942952351e-10	9.132218093470761e-9	ENSG00000197965	MPZL1	protein-coding
1488.368885289697	0.5366990859012313	0.08436559638022817	6.361587055965049	1.996796807426788e-10	9.175840904452656e-9	ENSG00000104064	GABPB1	protein-coding
2234.5868288311904	-0.5230791507214765	0.0822505440485784	-6.359582866862718	2.0230236968037134e-10	9.269018573178896e-9	ENSG00000198740	ZNF652	protein-coding
6404.093078283866	0.3028584337110457	0.047663660951568224	6.3540741030947	2.0968574103190797e-10	9.579133354237719e-9	ENSG00000105221	AKT2	protein-coding
1460.3631844149327	-0.5056419807895907	0.07968004187858883	-6.345905058133057	2.2112157766265933e-10	1.0072023207102068e-8	ENSG00000011347	SYT7	protein-coding
2265.6161459836553	-0.3989551048031379	0.06299556585734072	-6.333066452750161	2.403359867363181e-10	1.0915317788275113e-8	ENSG00000165271	NOL6	protein-coding
6988.41985439798	0.3627237131461596	0.05732031937612415	6.328012772679112	2.483385898441898e-10	1.124598416451392e-8	ENSG00000139292	LGR5	protein-coding
307.5938486402183	-1.1716942505889818	0.1853887006969117	-6.320203152534962	2.612196643411595e-10	1.1795014293062557e-8	ENSG00000143387	CTSK	protein-coding
574.8824830570728	0.7696053840363148	0.12179442016235027	6.318888689731775	2.6345094348975424e-10	1.1861383808333502e-8	ENSG00000139174	PRICKLE1	protein-coding
1648.948333047716	-0.4883609413683333	0.07746525714176679	-6.304257668371241	2.89578403788921e-10	1.300015093436257e-8	ENSG00000242616	GNG10	protein-coding
1800.0920134988423	-0.5384580412836627	0.08544329633962854	-6.301934316102997	2.9395374600388494e-10	1.3158653607035976e-8	ENSG00000185909	KLHDC8B	protein-coding
8168.334439918249	-0.26899952298247876	0.04276784354518538	-6.289761201035855	3.179546950182782e-10	1.4192258564454837e-8	ENSG00000257923	CUX1	protein-coding
2380.247389197303	-0.37304327421390865	0.05933522229537959	-6.28704603745889	3.235634484239846e-10	1.4401346855853807e-8	ENSG00000139168	ZCRB1	protein-coding
3647.7860061315646	0.40681241170289184	0.06480389758703108	6.2775917321415164	3.438573958860898e-10	1.5260998612858995e-8	ENSG00000143476	DTL	protein-coding
12431.265455742063	-0.23140660442465041	0.036872991932441555	-6.275775094373465	3.478967703381304e-10	1.5396408773657374e-8	ENSG00000109132	PHOX2B	protein-coding
3234.1484861030426	0.4668585160004673	0.07441527191305093	6.273692267710302	3.5258505128850616e-10	1.5559688184057647e-8	ENSG00000196182	STK40	protein-coding
2181.9035932376582	-0.5332602943996617	0.0850136916670899	-6.272640135284172	3.549767123855889e-10	1.5620980863114984e-8	ENSG00000092445	TYRO3	protein-coding
3883.8543040720915	-0.35873391719201375	0.05731911107073645	-6.258539438082124	3.8859963195633797e-10	1.705240863835446e-8	ENSG00000283649	ZDBF2	protein-coding
8422.122986516457	0.2976990599283193	0.04765270961176283	6.247264055994704	4.177045724964991e-10	1.8278095029074334e-8	ENSG00000001629	ANKIB1	protein-coding
1322.5074628510845	-0.6087604961426322	0.09753406998074107	-6.241516387687267	4.3334902558993095e-10	1.8909554959775754e-8	ENSG00000124302	CHST8	protein-coding
1625.1462266166718	-0.6277351751027364	0.10059384134512181	-6.240294303396514	4.3674837789810774e-10	1.9004654276247827e-8	ENSG00000152256	PDK1	protein-coding
5530.775459474802	0.3317358705191493	0.053293838247728445	6.224657135354461	4.826102393795082e-10	2.0941789161710248e-8	ENSG00000136802	LRRC8A	protein-coding
1987.3254428271232	0.4509628898677859	0.07250916994240396	6.2193911504710115	4.99087710028802e-10	2.159663429674633e-8	ENSG00000073803	MAP3K13	protein-coding
1021.949131635481	0.5242863524535327	0.08435862294261565	6.21497049341565	5.133429534351052e-10	2.2151957142969723e-8	ENSG00000092421	SEMA6A	protein-coding
5182.718403774306	0.361467525977275	0.0582783072764267	6.202436942149946	5.559546362275535e-10	2.3924478793239857e-8	ENSG00000004139	SARM1	protein-coding
1144.502581605861	0.5090505767631439	0.08227688304120158	6.18704255614822	6.13034198647934e-10	2.630811775905652e-8	ENSG00000123600	METTL8	protein-coding
10123.936832321215	0.27927629066688087	0.045250722522497615	6.171753180913988	6.753687452525546e-10	2.8831576167116613e-8	ENSG00000118515	SGK1	protein-coding
2906.8460275006614	0.334259067748128	0.05415984706521291	6.171713656163996	6.755376364743589e-10	2.8831576167116613e-8	ENSG00000135047	CTSL	protein-coding
11954.75000290845	-0.24532663665123747	0.03979234537912564	-6.16517157543399	7.04067565300001e-10	2.996711620831534e-8	ENSG00000170606	HSPA4	protein-coding
278.42248236290476	-0.9594631127822034	0.15571113872411915	-6.161814245557153	7.191618383809596e-10	3.052616653487354e-8	ENSG00000074416	MGLL	protein-coding
3018.780576863591	0.3793064141721701	0.06163576275317872	6.153998867363871	7.555322370451724e-10	3.1982829317091566e-8	ENSG00000136908	DPM2	protein-coding
11088.764486317164	-0.35812080337034596	0.05820672489954624	-6.152567490928145	7.623851047905895e-10	3.21854611447908e-8	ENSG00000130702	LAMA5	protein-coding
4687.42425992692	0.3072502379791162	0.049987533690479875	6.146537252299607	7.919273022913471e-10	3.3342279770525955e-8	ENSG00000100285	NEFH	protein-coding
2829.001745940693	-0.3976184816349227	0.06474025660899782	-6.141750163833307	8.16171589558861e-10	3.42704070677842e-8	ENSG00000277956	MAPT	protein-coding
2964.619628236223	0.3451659188102039	0.056219184772227246	6.139646460699281	8.270533992664927e-10	3.463397272519738e-8	ENSG00000139372	TDG	protein-coding
7500.038871811276	-0.26444392176838033	0.04310421181568033	-6.1349903090486775	8.516438554622704e-10	3.556811790989611e-8	ENSG00000106348	IMPDH1	protein-coding
4740.121346460908	-0.3412535351464673	0.05564338550670861	-6.132867941784819	8.630879083894733e-10	3.5949688333933734e-8	ENSG00000112715	VEGFA	protein-coding
57039.85738676191	-0.20269331059631202	0.03306717714126751	-6.129743392681463	8.802092333962739e-10	3.656506516759241e-8	ENSG00000196628	TCF4	protein-coding
298.30225079672636	-0.9119556169369589	0.14879578576960478	-6.128907564284313	8.848451233350685e-10	3.665988651945132e-8	ENSG00000118898	PPL	protein-coding
19599.245249781794	0.20423084271413156	0.03334649622012836	6.124506795735117	9.096493167541794e-10	3.7587578398929996e-8	ENSG00000175061	SNHG29	ncRNA
845.4653504495602	0.7673025091577792	0.1254017570040252	6.11875405488258	9.430983089707488e-10	3.886662819350879e-8	ENSG00000173114	LRRN3	protein-coding
5655.315638691491	0.28416945015456696	0.046469664515314126	6.115160355007913	9.645991840290944e-10	3.964782609183439e-8	ENSG00000137815	RTF1	protein-coding
13433.01029355882	-0.21885351986585314	0.03579519414164968	-6.114047572973072	9.7135327749815e-10	3.98203719917531e-8	ENSG00000156515	HK1	protein-coding
17329.83413851994	-0.23465161458096273	0.038389516732422246	-6.112387822344879	9.81512995811554e-10	4.013125839567556e-8	ENSG00000107485	GATA3	protein-coding
2542.508383384319	0.44336426213228053	0.07255048942201826	6.111113317971973	9.893847962195708e-10	4.034721559033632e-8	ENSG00000081087	OSTM1	protein-coding
1534.2245417014333	-0.6144869129293987	0.10082739622437085	-6.094443930318136	1.098185147688643e-9	4.4667175537059214e-8	ENSG00000050130	JKAMP	protein-coding
3641.629505692347	-0.3396263514486112	0.0557407143744825	-6.092967326663623	1.1083669113743185e-9	4.496390558695087e-8	ENSG00000103365	GGA2	protein-coding
2580.051744797305	-0.4042793640921995	0.06640754235292588	-6.087853122822082	1.1443477739064e-9	4.6302986030945194e-8	ENSG00000111880	RNGTT	protein-coding
45902.340365847485	-0.20337598255433562	0.033409438381169304	-6.087381063818338	1.147725769751481e-9	4.63193576196595e-8	ENSG00000163638	ADAMTS9	protein-coding
630.4362785186189	0.6990073066545319	0.11483961157910082	6.0868135745396525	1.1517995226370758e-9	4.636365106883816e-8	ENSG00000230630	NA	NA
2256.738332498009	0.38779783437586307	0.0637355745506674	6.084480089962605	1.168699235873932e-9	4.692267189805183e-8	ENSG00000135750	KCNK1	protein-coding
59296.152795011534	-0.2480491342378302	0.04078538655451381	-6.081813982718721	1.1883038639058819e-9	4.758714033914094e-8	ENSG00000165731	RET	protein-coding
595.3959134165215	0.80366373015979	0.13223606175830074	6.077492927978417	1.220760629642993e-9	4.8761561765586004e-8	ENSG00000196756	SNHG17	ncRNA
2692.183548996931	0.3407788467822877	0.05608474017933891	6.076142025310253	1.231083841169563e-9	4.895375455274984e-8	ENSG00000164050	PLXNB1	protein-coding
7405.454672634225	-0.40686806838086054	0.06696269011470377	-6.076041265425802	1.231857220739372e-9	4.895375455274984e-8	ENSG00000276293	PIP4K2B	protein-coding
1090.6489875746245	-0.49540644442767795	0.08154016342375212	-6.07561260152404	1.2351527150781074e-9	4.8959819326938315e-8	ENSG00000100504	PYGL	protein-coding
3478.521907518675	0.482164456203592	0.07944461436281647	6.0691899642383556	1.2855701122599724e-9	5.0828962458847335e-8	ENSG00000029639	TFB1M	protein-coding
2044.4292482454214	-0.4026927249344877	0.06650035295815507	-6.055497557853259	1.3998429855944008e-9	5.506756068078176e-8	ENSG00000117419	ERI3	protein-coding
11446.408731437343	0.24357547838733987	0.0402233264281115	6.055577696257077	1.3991462111807285e-9	5.506756068078176e-8	ENSG00000166341	DCHS1	protein-coding
8217.81674010391	-0.25038807059294665	0.041403298337661154	-6.047539221414864	1.4707487023996401e-9	5.771114177829117e-8	ENSG00000284967	FDFT1	protein-coding
344.9004233255603	-1.0018069601287702	0.16572421349999913	-6.045024676667272	1.4938713585072827e-9	5.847117593674987e-8	ENSG00000163520	FBLN2	protein-coding
4677.947351504843	-0.3235859968980148	0.05354985751614454	-6.042705095909136	1.515515125818991e-9	5.916966072683769e-8	ENSG00000166224	SGPL1	protein-coding
1617.5385272123006	-0.4032973681929552	0.06690463298509026	-6.0279438089561035	1.660587604218036e-9	6.467158424627141e-8	ENSG00000271122	HERPUD2-AS1	ncRNA
12085.588145330712	0.23550339564068298	0.03917533143658426	6.0115227364931965	1.8378872886752676e-9	7.122041836563016e-8	ENSG00000109472	CPE	protein-coding
3379.983652694758	-0.3366832525180018	0.05600297260585106	-6.011881813624049	1.8338200086128518e-9	7.122041836563016e-8	ENSG00000164151	ICE1	protein-coding
1501.7954156667902	-0.47085875009608025	0.07836632362784146	-6.008432299723152	1.873258066941991e-9	7.241095326754923e-8	ENSG00000126767	ELK1	protein-coding
1869.1786227506282	-0.4007578914649381	0.06673420790919352	-6.005284306517234	1.9099692272927804e-9	7.364727876922508e-8	ENSG00000158164	TMSB15A	protein-coding
2661.29027233105	-0.36807336270821145	0.06132232132635842	-6.0022738009104195	1.9457322436188107e-9	7.484102936072551e-8	ENSG00000168291	PDHB	protein-coding
2853.246402424041	-0.5290250694453833	0.08826833278797422	-5.99337330542011	2.055323016642654e-9	7.886163042674695e-8	ENSG00000072195	SPEG	protein-coding
651.9024703441851	-0.8609671150136585	0.14379012217496398	-5.98766523034199	2.128746450591828e-9	8.147816267154668e-8	ENSG00000006453	BAIAP2L1	protein-coding
4640.253110531454	0.462381769435913	0.077262916524671	5.9845238858963965	2.1702374139416566e-9	8.286264322152727e-8	ENSG00000140299	BNIP2	protein-coding
5665.197461572738	0.25340342241634284	0.04234634384743063	5.984068502568449	2.1763171335583064e-9	8.289160955151907e-8	ENSG00000171208	NETO2	protein-coding
17764.52886385684	0.263230160362087	0.04401452277912093	5.9805296920532545	2.2241317822102807e-9	8.450615830066281e-8	ENSG00000100320	RBFOX2	protein-coding
985.8110756429631	-0.5933309411668108	0.09958510436018762	-5.9580290142670584	2.5529819935450173e-9	9.676485035387903e-8	ENSG00000114626	ABTB1	protein-coding
1440.7623438209382	-0.42870314519665653	0.07197798873748792	-5.956031180034588	2.5843704482399276e-9	9.771680301621745e-8	ENSG00000137642	SORL1	protein-coding
3553.3397972157104	0.29233497311386464	0.0490963949451199	5.954306287470548	2.611772727643986e-9	9.851379068096373e-8	ENSG00000107897	ACBD5	protein-coding
1213.1230701444101	0.4789591017256301	0.08045295753709343	5.953281475137847	2.6281870572039007e-9	9.88934733746917e-8	ENSG00000077348	EXOSC5	protein-coding
6607.925549551066	-0.2554109505407905	0.043038011889035915	-5.9345434263857655	2.9466433395287602e-9	1.1060918058597355e-7	ENSG00000169567	HINT1	protein-coding
6485.595833258029	-0.29771310105617976	0.05020919411066998	-5.929453884481141	3.0394385648762353e-9	1.1381820664337019e-7	ENSG00000131378	RFTN1	protein-coding
3868.454999365182	0.31801139229470576	0.05364535666114706	5.928032025277357	3.065867149152194e-9	1.1453256222899971e-7	ENSG00000117600	PLPPR4	protein-coding
1091.8687816456822	0.5797206015315729	0.09786220356902844	5.923845778954477	3.1449841616082694e-9	1.1720708916156369e-7	ENSG00000235381	NA	NA
2392.7590836832487	-0.36630860018752026	0.061878117075453404	-5.919840769247198	3.2225346646329883e-9	1.1981060860537635e-7	ENSG00000177888	ZBTB41	protein-coding
131.28797153062698	-1.5173568652604374	0.2570718918245272	-5.90246119282523	3.5811837380292206e-9	1.3282781016909332e-7	ENSG00000070886	EPHA8	protein-coding
34275.21336159193	0.22141590419117002	0.037568734455836694	5.893621581835604	3.778218712977496e-9	1.3980306677140958e-7	ENSG00000105887	MTPN	protein-coding
519.7190907570537	-0.6970643141774086	0.11832259364288829	-5.8912190201072825	3.8335705389275954e-9	1.4151507548676322e-7	ENSG00000174607	UGT8	protein-coding
3896.3539298569754	0.446972844300443	0.07595233462422556	5.884912511403932	3.982646096614562e-9	1.4667059312780532e-7	ENSG00000160145	KALRN	protein-coding
43460.90462399871	0.2678479380189839	0.04554514092033558	5.880933346709477	4.079594361461338e-9	1.498866060444451e-7	ENSG00000160691	SHC1	protein-coding
9804.17226435059	-0.23581212852569244	0.040181046540907546	-5.868740334715191	4.391185266214709e-9	1.6095502135786528e-7	ENSG00000159023	EPB41	protein-coding
694.3458217582939	-0.5816302146665607	0.09924234806956236	-5.860705898039375	4.6090365348630086e-9	1.6854359422557735e-7	ENSG00000198185	ZNF334	protein-coding
1377.5055897311609	-0.4764676052137546	0.08131098802267726	-5.859818172186888	4.633742573937831e-9	1.6905021502764293e-7	ENSG00000114023	FAM162A	protein-coding
2946.839890139296	-0.4277647199190258	0.07307786357689271	-5.853547147953097	4.8119775651294426e-9	1.7473423428808034e-7	ENSG00000118961	LDAH	protein-coding
2689.5391434484536	-0.37383653030199426	0.06386182270128961	-5.8538343330818385	4.803671394129534e-9	1.7473423428808034e-7	ENSG00000156687	UNC5D	protein-coding
1756.727490888736	-0.520053692631496	0.08885150196416171	-5.853065858596964	4.825929102067071e-9	1.7483331058604844e-7	ENSG00000175395	ZNF25	protein-coding
1743.7478069864503	0.37675487206267055	0.06442826432967065	5.847664468110878	4.98522843362588e-9	1.801853562390347e-7	ENSG00000129473	BCL2L2	protein-coding
1968.515200184699	0.38750763055529247	0.06628123163760685	5.846415659171716	5.022780489849803e-9	1.8112239460851906e-7	ENSG00000112146	FBXO9	protein-coding
13472.231660945632	0.21601062550862662	0.03697502905754407	5.842067768829883	5.155682320770139e-9	1.8548549467195663e-7	ENSG00000109265	CRACD	protein-coding
536.5764969059917	-0.7429545119053726	0.1276673696001773	-5.819454996465603	5.903981712145451e-9	2.1191757399032683e-7	ENSG00000235092	NA	NA
1790.2699395747889	0.4106856348094205	0.070612151788313815	5.816075907736156	6.024511720014601e-9	2.1525193480364096e-7	ENSG00000116141	MARK1	protein-coding
8544.57166192894	0.22419649741180642	0.03854765395960184	5.816086697436001	6.024123075303856e-9	2.1525193480364096e-7	ENSG00000159131	GART	protein-coding
37136.425407719005	0.16746892376195274	0.028809350640890227	5.813005848325425	6.136091680830563e-9	2.187369249518959e-7	ENSG00000099194	SCD	protein-coding
16466.192393638175	0.29432091254326026	0.050697931568385965	5.805383048936692	6.421901714427878e-9	2.284027052679395e-7	ENSG00000166833	NAV2	protein-coding
4945.929284709462	0.3129765323427811	0.053931939752947994	5.803175887543955	6.507046936976348e-9	2.3090382046518803e-7	ENSG00000198730	CTR9	protein-coding
1037.2838141098043	-0.5775973226700986	0.09968718855797888	-5.794097827667827	6.86894128132537e-9	2.4319174381928777e-7	ENSG00000173218	VANGL1	protein-coding
894.4198819991399	-0.5560986144755357	0.09623654276966058	-5.778455859605658	7.538931623000862e-9	2.663072036805157e-7	ENSG00000117174	ZNHIT6	protein-coding
82.34981067356492	1.9835826434469406	0.34346286781548074	5.775246261882914	7.684061624026557e-9	2.708197103599224e-7	ENSG00000281348	NA	NA
14367.523746472423	0.28287271692027377	0.04909661193248904	5.761552697551548	8.334363265107161e-9	2.9307609693868927e-7	ENSG00000148700	ADD3	protein-coding
4589.657354783804	-0.30719820523199154	0.05337549961862096	-5.755416013470349	8.642868389801303e-9	3.032400985953259e-7	ENSG00000139926	FRMD6	protein-coding
5924.837502420836	0.34180263928506	0.059407515348248265	5.7535252447675145	8.740138974184114e-9	3.059637863816632e-7	ENSG00000072310	SREBF1	protein-coding
4459.139971001515	0.40391398384233224	0.07024364801970712	5.750185180146291	8.914575401147597e-9	3.1137052824905217e-7	ENSG00000134109	EDEM1	protein-coding
219.0962442949877	0.9719961486640629	0.16945311430810348	5.736077218957202	9.689449826449839e-9	3.376784102828537e-7	ENSG00000231754	NA	NA
389.81193167476806	-0.772490071595097	0.13472353437050708	-5.733891077045602	9.815237776335715e-9	3.4129860285660217e-7	ENSG00000164708	PGAM2	protein-coding
215.2570711131826	1.1496432300531323	0.20097218341029	5.720409713149732	1.0626748614791803e-8	3.686937414726653e-7	ENSG00000135637	CCDC142	protein-coding
821.7642539766427	-0.51430447604386	0.08993280369914215	-5.718763953633593	1.0730173259863678e-8	3.7145475342701413e-7	ENSG00000175354	PTPN2	protein-coding
1237.3800416357744	0.44778921718303355	0.07840623988025186	5.711142606340162	1.122201587446631e-8	3.867623081691066e-7	ENSG00000104365	IKBKB	protein-coding
3548.1649213549485	-0.34061563337264483	0.05963930968596419	-5.711260495236869	1.1214243697706925e-8	3.867623081691066e-7	ENSG00000171681	ATF7IP	protein-coding
4829.2418463439735	-0.2696163539278417	0.047215645551372934	-5.710318068922428	1.1276522492687932e-8	3.8778293022316246e-7	ENSG00000160293	VAV2	protein-coding
4663.16348545216	-0.40633673608893145	0.07121073990674501	-5.70611591202472	1.1558330230454045e-8	3.9659838839209935e-7	ENSG00000136720	HS6ST1	protein-coding
1310.9437368691417	0.45772618573789386	0.08026822735226423	5.702457881985134	1.1809209626295775e-8	4.0431619243612214e-7	ENSG00000198873	GRK5	protein-coding
9002.58375255925	0.31840172434642294	0.055844877343333654	5.701538610048203	1.1873083492616561e-8	4.0472405831068003e-7	ENSG00000095015	MAP3K1	protein-coding
4430.453519848358	-0.2622981010140629	0.04600388196579335	-5.701651465176293	1.1865223928260595e-8	4.0472405831068003e-7	ENSG00000172020	GAP43	protein-coding
2429.2052124088877	0.3728516579254296	0.065440099767312	5.697602223272784	1.215041306340611e-8	4.1327321987279553e-7	ENSG00000139428	MMAB	protein-coding
21555.520598805768	-0.19376858579439635	0.03401432742785628	-5.696675502562139	1.2216612831277193e-8	4.1435246716148016e-7	ENSG00000140443	IGF1R	protein-coding
2229.4833360399007	0.41668210345746814	0.07314813973320836	5.696414221567682	1.223534053757099e-8	4.1435246716148016e-7	ENSG00000153094	BCL2L11	protein-coding
324.7774836286488	-1.0238479049410338	0.17978409647028312	-5.694874713850275	1.2346254783016156e-8	4.172016421037433e-7	ENSG00000148357	HMCN2	protein-coding
729.2986227519568	0.5467402341111437	0.09611095220898624	5.688636118413404	1.2805801500102215e-8	4.3179388694500495e-7	ENSG00000126368	NR1D1	protein-coding
3241.0981512063886	0.3802456621217583	0.06702600524522567	5.673106441754465	1.4023103575602714e-8	4.7181837473161786e-7	ENSG00000213625	LEPROT	protein-coding
1914.972038582151	-0.3684515993816363	0.0649778155128363	-5.670421458056698	1.4244666216232029e-8	4.782401084406521e-7	ENSG00000178999	AURKB	protein-coding
3210.1158851582254	-0.32872968792065804	0.05797834188257656	-5.669870459324859	1.4290552879330112e-8	4.787488876434504e-7	ENSG00000011258	MBTD1	protein-coding
2425.877955235965	-0.33880675407267785	0.059792466933311354	-5.6663785832847635	1.4584709292431464e-8	4.87554938535402e-7	ENSG00000133789	SWAP70	protein-coding
7689.960151421369	-0.2406805333145635	0.042478864054963726	-5.665889111421273	1.4626409666865048e-8	4.879019481593655e-7	ENSG00000116133	DHCR24	protein-coding
5064.394505925045	0.34257804182439194	0.0606120113635191	5.651982736058506	1.5860752453362585e-8	5.279461575181246e-7	ENSG00000108671	PSMD11	protein-coding
1250.4658786483867	0.4679444071715626	0.08280325559362768	5.651280300717722	1.59257145380368e-8	5.289782112442159e-7	ENSG00000176542	USF3	protein-coding
3079.3639779424084	-0.3151326560077228	0.055795127489097984	-5.648031829827752	1.6229513338332525e-8	5.379220399671151e-7	ENSG00000068366	ACSL4	protein-coding
9903.867270287374	0.4393079361276792	0.07793195417440246	5.637070708435723	1.729671052506549e-8	5.720767655190449e-7	ENSG00000038382	TRIO	protein-coding
734.1306334984963	0.5852114974930456	0.10392694394102395	5.630989186260871	1.7917896278673143e-8	5.913665004855301e-7	ENSG00000167074	TEF	protein-coding
3011.2308447777614	-0.30057349528176497	0.05345229452225083	-5.623210340514828	1.8744093810525727e-8	6.173266244828113e-7	ENSG00000183580	FBXL7	protein-coding
